,beer_name,rating,review,Filtered review,sim_score
30,Very GGGreennn,4.99,"

L: Light honeycomb and apricot hues with a rich foamy head and gratuitous lacing that clings throughout the session
S: Bursting with pineapple, cantaloupe, and candied oranges
T: Bright melons, tangerines, peaches, pineapple gummy bears, and a mild vanilla
F: Infinitely smooth - this is a top tier soft and pillowy mouthfeel - on par with King Julius and King JJJ
O: Truly the pinnacle of the Green series. I enjoyed this side-by-side with Very Green and Very GGGreennn made a bold declaration. The mouthfeel alone is iconic. Just effortlessly juicy and soft with wave after wave of delicious and yet balanced tropical fruits. As ostentatious as this beer is in its excellence, it is deftly restrained. If this beer doesn't represent a near perfect IPA, I just can't help you.

 "," L : Light honeycomb apricot hues rich foamy head gratuitous lacing clings throughout session : Bursting pineapple , cantaloupe , candied oranges : Bright melons , tangerines , peaches , pineapple gummy bears , mild vanilla F : Infinitely smooth - top tier soft pillowy mouthfeel - par King Julius King JJJ : Truly pinnacle Green series . enjoyed side-by-side Green GGGreennn made bold declaration . mouthfeel alone iconic . effortlessly juicy soft wave wave delicious yet balanced tropical fruits . ostentatious beer excellence , deftly restrained . beer n't represent near perfect IPA , ca n't help .",0.8538963374518197
31,Trappist Westvleteren 12 (XII),4.8,"

Huge aroma of dried cherries & figs upon first pour. Has the requisite Belgian yeast foamy head with lots of carbonation in the form of microscopic bubbles. A bit too carbonated & foamy for me, but a few quick swirls of the glass fixes that. Definitely a big beer, it is amazing this beer is made with only 4 ingredients. Lots of dried fruits, molasses, a bit boozy. Great brew.
Thanks to Chad for sharing!

1/10/15
Bottle
5 rating

 "," Huge aroma dried cherries & figs upon first pour . requisite Belgian yeast foamy head lots carbonation form microscopic bubbles . bit carbonated & foamy , quick swirls glass fixes . Definitely big beer , amazing beer made 4 ingredients . Lots dried fruits , molasses , bit boozy . Great brew . Thanks Chad sharing ! 1/10/15 Bottle 5 rating",0.8537965956153761
32,Emerald Grouper,4.1,"

Bottled late spring 2016; drank 6/23/16 @ the Yarchives.

Semi-opaque bright orange appearance; champagne bubbles throughout.

A rough pour yielded a nice, noisy white head; a thick curtain of tree-rung lace.

Melon, fresh ganja & grapefruit notes in the nose.

Medium thick mouthfeel.

Melon, orange peel & fresh ganja flavors up front; mild grapefruit bite on the finish. No booze heat.

Fruity; dry but not drying. A flavorful, drinkable DIPA. Well done!

 "," Bottled late spring 2016 ; drank 6/23/16 @ Yarchives . Semi-opaque bright orange appearance ; champagne bubbles throughout . rough pour yielded nice , noisy white head ; thick curtain tree-rung lace . Melon , fresh ganja & grapefruit notes nose . Medium thick mouthfeel . Melon , orange peel & fresh ganja flavors front ; mild grapefruit bite finish . booze heat . Fruity ; dry drying . flavorful , drinkable DIPA . Well done !",0.8537148887445746
33,Fort Point Pale Ale,4.22,"

Decanted from a 16 oz (473 ml) can into a conical pint glass; canned on 10/18/17.
A: Pours a hazy, gold-orange color with a white head, some retention, and moderate lacing.
S: Aromas of mango, lemon, and peach complete with a graininess.
T: Lemon is definitely the predominant fruit, with a biscuity backbone. Fruity, grainy, but semi dry, with well calibrated bitterness.
M: Medium bodied with low carbonation. Leaves a tingling in the mouth.
O: Like the other Trillium offerings, flavor forward and at the edge of the style. Highly drinkable and enjoyable.

 "," Decanted 16 oz ( 473 ml ) conical pint glass ; canned 10/18/17 . : Pours hazy , gold-orange color white head , retention , moderate lacing . : Aromas mango , lemon , peach complete graininess . : Lemon definitely predominant fruit , biscuity backbone . Fruity , grainy , semi dry , well calibrated bitterness . : Medium bodied low carbonation . Leaves tingling mouth . : Like Trillium offerings , flavor forward edge style . Highly drinkable enjoyable .",0.8536879461797087
34,Permanent Funeral,3.92,"

Bottled 10/4/16; drank 10/22/16 @ the Yarchives.

See-through orange appearance.

A rough pour yielded a HUGE eggshell head; a thick curtain of tree-rung lace.

Pineapple, grapefruit & caramel notes in the nose.

Medium thick mouthfeel.

Mango & pineapple flavors up front; sweet caramel & mild grapefruit bite on the finish. As this warmed, faint booze heat notes emerged.

Nice fruit notes, but when matched with the sweet caramel notes this was a bit too sweet. Still good.

 "," Bottled 10/4/16 ; drank 10/22/16 @ Yarchives . See-through orange appearance . rough pour yielded HUGE eggshell head ; thick curtain tree-rung lace . Pineapple , grapefruit & caramel notes nose . Medium thick mouthfeel . Mango & pineapple flavors front ; sweet caramel & mild grapefruit bite finish . warmed , faint booze heat notes emerged . Nice fruit notes , matched sweet caramel notes bit sweet . Still good .",0.8532791532327849
35,Triple Sunshine,4.27,"

DATE: November 10, 2019... OCCASION: a good sports Sunday hopes to end with a Cavs win and the utmost Sunshine, courtesy of Brad... GLASSWARE: Lindemans stemmed tulip... this looks like the heart of a sun--a dense, opaque, brooding orange body, complete with white solar flares turning to coral lacing... a kerosene-like pine power, burning the nostrils with pineapple, grapefruit, and stone fruit.... leaf and dank basement also mingle, but this is born of a singular goal--to crush the tastebuds luponically... first sip bends the lips to its will, thick and buzzing with a near syrupy density... the weight requires this to be experienced in slow, thoughtful sips--this is somewhat crunchy, but the alcohol subtracts some of the welcoming punch of its other Sunshine iterations... warm start to finish, settling into a fruity cordial-like memory at the throat... the predominant flavor is grapefruit and pineapple, bold and juicy... flower petals, light herbs, and a stinging apple is its last trace... I might enjoy the Sip or Double a bit more, as both engage with this flavor but also drink at an more efficient pace... still, tough to throw darts at a beer this steeped in the hop and this succulent to the palate.... Brad, one more time--thanks!

 "," DATE : November 10 , 2019 ... OCCASION : good sports Sunday hopes end Cavs win utmost Sunshine , courtesy Brad ... GLASSWARE : Lindemans stemmed tulip ... looks like heart sun -- dense , opaque , brooding orange body , complete white solar flares turning coral lacing ... kerosene-like pine power , burning nostrils pineapple , grapefruit , stone fruit ... . leaf dank basement also mingle , born singular goal -- crush tastebuds luponically ... first sip bends lips , thick buzzing near syrupy density ... weight requires experienced slow , thoughtful sips -- somewhat crunchy , alcohol subtracts welcoming punch Sunshine iterations ... warm start finish , settling fruity cordial-like memory throat ... predominant flavor grapefruit pineapple , bold juicy ... flower petals , light herbs , stinging apple last trace ... might enjoy Sip Double bit , engage flavor also drink efficient pace ... still , tough throw darts beer steeped hop succulent palate ... . Brad , one time -- thanks !",0.8530078928700315
36,Hopslam Ale,4.25,"

A: crystal clear; honey colored; 1 finger finely pored off white head that receded to a wispy cap; nice lacing;

S: grapefruit, pine, orange, and a little bitterness;

T: subdued at first; from the middle through the finish, there is a delicate balance between the honey sweetness, the hop bitterness, and a strawberry/raspberry essence;

M: medium bodied; moderate carbonation; moderately dry finish; completely hides the ABV; dangerously smooth;

O: there's a great reason why this beer gets such high marks;

 "," : crystal clear ; honey colored ; 1 finger finely pored white head receded wispy cap ; nice lacing ; : grapefruit , pine , orange , little bitterness ; : subdued first ; middle finish , delicate balance honey sweetness , hop bitterness , strawberry/raspberry essence ; : medium bodied ; moderate carbonation ; moderately dry finish ; completely hides ABV ; dangerously smooth ; : 's great reason beer gets high marks ;",0.8529926635205967
37,West Ashley,4.24,"

A: Semi opaque peach, orange pour with pulsating yellow highlights. There’s some retention with miniscule lacing

S: Aroma has a musty, grainy-funk barrel presence with apricots, nectarines, lemons, grapes, and bright citrus: slightly vinous, rationally acidic, and moderately juicy

T: A restrained vibrant earthiness of the fresh cut grass, and approachable tartness. The notes sing to jammy apricots, pinot noir, grapes, peach, orange rind, oak, wood, and citrus

M: Clean, effervescence, and lively which smoothens out to a sweet, semi-creamy jam: moderate levels of carbonation, with a medium feel and dryness in course

O: Balanced and multifaceted with warmth: entertains exploration and stimulation

 "," : Semi opaque peach , orange pour pulsating yellow highlights . ’ retention miniscule lacing : Aroma musty , grainy-funk barrel presence apricots , nectarines , lemons , grapes , bright citrus : slightly vinous , rationally acidic , moderately juicy : restrained vibrant earthiness fresh cut grass , approachable tartness . notes sing jammy apricots , pinot noir , grapes , peach , orange rind , oak , wood , citrus : Clean , effervescence , lively smoothens sweet , semi-creamy jam : moderate levels carbonation , medium feel dryness course : Balanced multifaceted warmth : entertains exploration stimulation",0.8529442618401437
38,Rodenbach Caractère Rouge,4.16,"

Fresh from the brewery.
Light brown reddish and pinkish color with a thin head.
Sour aroma with notes with of raspberries, cherries, lemon, cranberries and some residual mild sweetness.
Flavor with notes of cranberries, raspberries, cherries, red wine, bold spices, yakult, salt, some vinous funkiness, mild vinegar and caramel. Dry, spiced, and bitter aftertaste.
Medium body with perfect carbonation. Alcohol of 7% is very well hidden.
Flemish Red Ale with bold notes of red fruits with good acetic complexity and peppered with salt and spices.

 "," Fresh brewery . Light brown reddish pinkish color thin head . Sour aroma notes raspberries , cherries , lemon , cranberries residual mild sweetness . Flavor notes cranberries , raspberries , cherries , red wine , bold spices , yakult , salt , vinous funkiness , mild vinegar caramel . Dry , spiced , bitter aftertaste . Medium body perfect carbonation . Alcohol 7 % well hidden . Flemish Red Ale bold notes red fruits good acetic complexity peppered salt spices .",0.8529202760084696
39,Dragonsaddle,4.41,"

Poured into a snifter. Very hazy bright yellow color with a modest white head. Big tropical, grassy, and earthy aroma. Taste followed: pineapple, berries, mango, grass, and dank flavors. Smooth, full-bodied, and soft bitterness. One of my favorite TIPAs.

 "," Poured snifter . hazy bright yellow color modest white head . Big tropical , grassy , earthy aroma . Taste followed : pineapple , berries , mango , grass , dank flavors . Smooth , full-bodied , soft bitterness . One favorite TIPAs .",0.8528457959365587
40,Pseudo Sue,4.45,"

DATE: August 4, 2019... OCCASION: a great day of shopping for new home furniture finished with a first massage... GLASSWARE: HopDevil nonick... pours a dense, opaque, sandy yellow-orange body that appears creamy... its head is off-white, soapy-sudsy, with small sun flares arching above... intense, robust grapefruit, orange peel, lemon zest, thick resin and pine that brings a forest onto the plains like ... chewy, medium-bodied, juicy to the point of inducing salivic reactions on impact... its finish is creamy, lively, thick between the teeth with a rattling vibrancy--almost dangerous in its drinkability... filling, a meal almost in itself, and a balanced sipper when paired with teriyaki beef and pot stickers... only 45 IBUs? its 6.8% ABV belies its pale ale moniker... in fact, this may be too big for its own good: the grapefruit, orange/lemon mashup, and resin are so hopped up, it definitely takes the style beyond its easy-drinking pace and depth.... the Citra provides a strong, nuanced profile rife with fruit, pine, and floral qualities... the malt bill is present but only as a base for weight, light toasted bread... so glad this is available at Liquor Factory, in can and draft...

 "," DATE : August 4 , 2019 ... OCCASION : great day shopping new home furniture finished first massage ... GLASSWARE : HopDevil nonick ... pours dense , opaque , sandy yellow-orange body appears creamy ... head off-white , soapy-sudsy , small sun flares arching ... intense , robust grapefruit , orange peel , lemon zest , thick resin pine brings forest onto plains like ... chewy , medium-bodied , juicy point inducing salivic reactions impact ... finish creamy , lively , thick teeth rattling vibrancy -- almost dangerous drinkability ... filling , meal almost , balanced sipper paired teriyaki beef pot stickers ... 45 IBUs ? 6.8 % ABV belies pale ale moniker ... fact , may big good : grapefruit , orange/lemon mashup , resin hopped , definitely takes style beyond easy-drinking pace depth ... . Citra provides strong , nuanced profile rife fruit , pine , floral qualities ... malt bill present base weight , light toasted bread ... glad available Liquor Factory , draft ...",0.852721146878875
